Airborne Admin OS — Master Gap Matrix
Airborne Admin OS — Master Gap Matrix (Phase 6 Audit)
Full remaining-functionality audit • C:\Users\pc\Desktop\Airbone\admin • Read-only (no code modified) • Next.js 15 App Router, Prisma/PostgreSQL, NextAuth, TanStack Query, Zod, Inngest
Method: end-to-end tracing of all 69 Prisma models, ~190 API route files, 22 services, 17 repositories, 20 validation schemas, all dashboard/faculty/portal pages, Inngest functions, plus live verification from Phases 1–5.
Legend
ROW: STATUS | Meaning |  | PRIORITY | Meaning |
ROW: WORKING | Full trace UI→API→validation→RBAC→service→repo→Prisma→DB works with real data |  | P0 | Production blocker (broken core feature / security) |
ROW: PARTIAL | Real end-to-end but a meaningful piece is missing |  | P1 | Core functionality incomplete |
ROW: BROKEN | Trace fails (missing route/UI, method mismatch, wrong enum, security gap) |  | P2 | Important but non-blocking |
ROW: PLACEHOLDER | Fake/hardcoded surface or honest "not connected" stub |  | P3 | Polish / future |
ROW: NOT_CONFIGURED | External provider / engine exists but no credentials or not activated |  |  |  |
ROW: DEAD | No consumer (route/service/model/UI unused) |  |  |  |
ROW: DEFERRED | Intentionally out of scope |  |  |  |
Master Admin OS Gap Matrix
1. Dashboard
ROW: MODULE | ROUTE | CAPABILITY | UI | API | VALIDATION | RBAC | DB | REAL DATA | STATUS | PRIORITY | REQUIRED FIX |
ROW: FallbackLead | – | Dead-letter queue | – | – | – | – | table exists (schema:2078) + migration — ZERO src usage | no | DEAD | P3 | No queue-fallback path ever writes to it |
20. Integrations / External Providers
ROW: MODULE | ROUTE | CAPABILITY | UI | API | VALIDATION | RBAC | DB | REAL DATA | STATUS | PRIORITY | REQUIRED FIX |
ROW: Integrations | /crm/integrations | Status readout (env-derived, honest) | crm/integrations/page.tsx | api/v1/crm/integrations/route.ts:10-103 | – | y | env | – | WORKING | P3 | Media status computed from R2 env while media uses Supabase — can misreport health |
ROW: Facebook | facebook/callback | OAuth | page.tsx = plain redirect to /crm/integrations | no token exchange | – | – | – | – | DEAD | P3 | No Meta OAuth, no leads pull; flag-only status |
ROW: Google Ads | – | Ingestion | – | flag-only | – | – | – | – | NOT_CONFIGURED | P3 | Public env flag only |
ROW: Supabase | – | Storage | media upload | storage/supabase.ts real | – | – | real | yes | CONFIGURED | – | Only live external provider (creds in .env) |
ROW: Inngest | api/inngest | ~30 functions served; emitEvent no-op when INNGEST_EVENT_KEY=local | – | events/inngest.ts:4-19, events/functions/** | – | – | – | – | NOT_CONFIGURED | P1 | All events silently dropped in current env (invite email, lead events, payment receipts, scheduled publish). Set real key + signing key + dev server |
ROW: Gemini | /portal/assistant | AI tutor | – | assistant/route.ts | y | y | – | – | NOT_CONFIGURED | P3 | Stub without key (graceful) |
21. Other Pages
ROW: MODULE | ROUTE | CAPABILITY | UI | API | VALIDATION | RBAC | DB | REAL DATA | STATUS | PRIORITY | REQUIRED FIX |
ROW: Vapi | /vapi | Voice AI logs | vapi/page.tsx:13-24 "Not Connected" | – | – | – | – | – | PLACEHOLDER | P3 | Orphan (not in sidebar); settings vapiWebhook unused |
ROW: Errors | /errors | Error monitoring | errors/page.tsx:13-24 "Not Connected" | – | – | – | – | – | PLACEHOLDER | P3 | Orphan; no Sentry/Datadog wiring |
ROW: Blog | /blog | Resources DOCUMENT | blog/page.tsx | api/v1/resources + api/public/blogs | y | y | real | yes | WORKING | – | – |
1. Core Modules Already 100% Functional (A)
Authentication — credentials+orgSlug, argon2, session revocation, middleware RBAC
Dashboard — real KPI stats + recent leads
Lead management — full lifecycle (list/create/detail/timeline/assign/convert/follow-up/scoring/dedup)
CRM analytics / reports — real Prisma aggregation, counselor ABAC
CRM meetings
CRM outreach templates + logs (once Inngest active)
Admissions — kanban, stage machine, auto-Student/lead sync, fee-plan binding, payments
Students — CRUD + soft-delete + uniqueness + linked admissions
Fee plans + payment recording — receipts, balance recalc
Documents — R2 presign upload + approve/reject review
Placements, Hiring Partners, Jobs — CRUD, publish, public sync, job applications submit/list/detail
Testimonials, Resources/Blog, Jobs, Course manager (list/create/archive), Media upload/folders/delete — Phase 5 live-verified
Public APIs — pages, resources, blogs, courses, jobs, testimonials, placements, settings, leads (rate-limited+keyed), resource-download (HMAC+rate-limited), certificate verification
LMS admin builder — course tree, stages/modules/chapters/topics/contents, questions+bulk, import, announcements, batches+members sync, timetable, attendance marking, enrollments, portal provisioning
Student portal — dashboard, course player, progress, bookmarks, quizzes (no answer leak, real grading), attendance breakdown, timetable, announcements, certificates list
Faculty dashboard
Audit logs — hash-chained, append-only, filterable + CSV export
RBAC + org isolation — guard() + guardRecord() ABAC + orgId-scoped repos everywhere
Public lead intake — keyed, rate-limited, deduped, UTM-aware
2. Core Modules Partially Functional
ROW: Module | Missing |
ROW: Courses (CMS) | Edit is SEO-only; no curriculum editor; no versions UI; create status stripped; banner/gallery picker missing |
ROW: Page editor | All server-side (sections/blocks/reorder/versions/rollback) — zero UI |
ROW: Media library | No folder-create/rename/move/replace/bulk UI; asset-count badge dead |
ROW: Nav menus | API+validation+RBAC complete — zero UI, no public propagation |
ROW: ContentBlock types | Registry API only, no types seeded, no UI |
ROW: Users invite | User created but email never sent; no accept-invite UI |
ROW: Profile/account | Read-only portal profile; admin "Profile Settings" no-op; no password change |
ROW: Notifications | Real template/log engine but email/SMS/WhatsApp unconfigured; no in-app inbox (Bell fake) |
ROW: Assignments (LMS) | Fully implemented API — zero UI; faculty link mislabeled |
ROW: Scheduled publish (pages+courses) | Logic exists, never runs (Inngest disabled) |
ROW: Module unlock (LMS) | In-module sequential gating works; cross-stage + unlockRules unevaluated |
3. Broken Core Features (E)
ROW: # | Broken item | Why | Severity |
ROW: 1 | Courses "Go Live" | UI sends PATCH to a POST-only route → 405, silent failure | P0 |
ROW: 2 | Job application status | UI offers OFFERED/HIRED; zod + DB enum only allow SELECTED → 400 | P0 |
ROW: 3 | Settings toggles (intake/maintenance/webhooks) | Persisted but never consumed anywhere; no webhook routes | P0 |
ROW: 4 | Student self-assessment | STUDENT can POST score+status=PASS via me/assessments → self-grade unlock vector | P0 |
ROW: 5 | Certificate print page | Direct prisma, no ownership/org check | P0 |
ROW: 6 | Certificate issue | certNo generated client-side → P2002 collision → unhandled 500 | P0 |
ROW: 7 | Missing delete/revoke routes | Course, assignment, attendance session/record, certificate revoke, unenroll — all absent | P1 |
ROW: 8 | Assignment UI | API-complete, faculty cannot view/grade | P1 |
ROW: 9 | Dashboard-student API | No UI consumer | P3 |
ROW: 10 | Minor issues | document rejection →500; student event wrong name; faculty students duplicate rows; media asset-count badge; timetable update recheck | P2 |
4. Placeholder / Fake Features
/cms "Preview" button → toast-only toggle, no preview output
/notifications, /vapi, /errors — static "Not Connected" orphan pages (not in sidebar)
Topbar Bell icon — animated pulsing dot, no onClick, no inbox (implies unread that doesn't exist)
Topbar "Profile Settings" / "System Configurations" — menu items with no handler
User invite — success toast while email silently drops
Settings — "Settings Saved" toast for controls that do nothing
AI tutor assistant — stub answer without GEMINI_API_KEY (declared, honest)
Integrations "media: connected" — computed from R2 env while actual path uses Supabase
5. External Integrations to Connect at End (B)
Resend (email) → Twilio (SMS) → WATI (WhatsApp) → Facebook (OAuth + leads pull) → Google Ads → Razorpay (online payments + webhook) → Inngest (activate event key — highest leverage: unlocks invite email, lead events, receipts, scheduled publish, outreach dispatch) → Gemini (AI tutor).
All have honest abstractions (notification.service.ts dispatch, crm/integrations status, events/inngest.ts gate, env.ts reserved keys). No fake success except the invite/settings toasts noted above.
6. Intentionally Deferred Features (C)
Deals module (needs new Opportunity model + migration) — current /crm/deals is admission-funnel derived, honest not_implemented
Voice AI (Vapi) call logs
Error monitoring (Sentry/Datadog)
LMS chat rooms (LmsChatRoom/LmsMessage) — tables exist, permission defined
Public online payment (Razorpay checkout)
Per-org Permission-table overrides (static matrix is authoritative)
7. Dead / Unused Code (D)
Workflow / WorkflowRun models — zero src references
FeatureFlag table — zero references (superseded by org.featureFlags JSON, itself only read by an unused gate)
FallbackLead table — zero references
LmsNotification + lms_notifications permission — zero service/UI
LmsChatRoom/LmsMessage + lms_chat permission — no service/UI (deferred)
isLmsEnabled (src/lib/lms/feature-flag.ts) — never imported
assignCourseTeacherSchema — no route/UI
LmsTimetableSlot.recurrenceRule — never written
LmsCertificateStatus.REVOKED — no revoke path
Nav API + ContentBlock API — fully built, zero UI
api/v1/lms/dashboard/[studentId] — no UI consumer
Alias redirect pages /crm/leads, /crm/pipeline, /crm/dashboard (intentional)
Facebook OAuth callback page — plain redirect, no exchange
/vapi, /errors, /notifications pages — orphan placeholders
No service/repository is dead — all 22 services and 17 repositories are imported
8. P0 Fix List (Production Blockers)
Courses "Go Live" — courses/page.tsx:74 change PATCH → POST (verify with typecheck + live)
Job application status — reconcile OFFERED/HIRED with job.schema.ts + DB enum (SELECTED) + status-badge.tsx styles + transition map
Settings fake-success — wire applicationIntake/maintenanceMode into the public intake gate + middleware, or remove the controls; add /api/webhooks/* consumers or drop the fields
Student self-grade vector — remove STUDENT write,lms_assessments from permissions.ts (or gate me/assessments POST to quiz-derived sync only)
Certificate print authorization — add ownership/org check to /portal/certificates/[certNo]/print
Certificate certNo generation — move server-side with collision retry/catch (unhandled P2002 → 500)
9. P1 Fix List (Core Functionality Incomplete)
Page editor UI (sections/blocks/reorder/versions/rollback) + ContentBlock type seeding + real preview — server-side already complete
Nav management UI + nav public propagation
Course manager completion — curriculum editor, full edit dialog, versions UI, fix create-status strip, media picker
Media completion — folder create/rename/move/replace/bulk UI
Notifications inbox — Bell wiring, IN_APP delivery, inbox page; activate Inngest + Resend (or honest "not sent" surface on invite)
Profile + password change — wire "Profile Settings", build change-password route+UI, portal profile edit
LMS assignments UI — faculty list/submit/grade/submissions + fix mislabeled nav link
LMS lifecycle routes — attendance session/record edit+delete, certificate revoke/delete, course delete, unenroll
Faculty students grouping; build-or-remove dashboard-student UI
Invite accept UI; surface "email not sent" warnings
Minor: document rejection error type; student event name; scheduled-publish scheduler activation
10. Recommended Implementation Order
Sprint A — P0 correctness (do not ship without)
Courses "Go Live" method fix
Job application status enum reconciliation
Settings controls: wire intake/maintenance or remove; webhook honesty
Student self-grade fix (permissions)
Certificate print authorization + server-side certNo
Sprint B — P1 high-value UI completion (server-side already exists)
Page editor (sections/blocks/reorder/versions/rollback/preview) + ContentBlock seeding
Nav management UI + public nav
Course manager curriculum editor + full edit + versions
Media folder/replace/rename/move/bulk
LMS assignments UI + lifecycle routes (attendance edit/delete, cert revoke/delete, unenroll, course delete)
Notification inbox + Bell + activate Inngest (unlocks invite email, outreach dispatch, scheduled publish, receipts)
Sprint C — P2 hardening
Document error type, student event name, faculty grouping, unlock-rules evaluation, content-url UX, integrations status accuracy, activity-feed admin surface, honesty fixes (toasts/wording)
Sprint D — P3 + external
Deferred/dead cleanup (Workflow/FeatureFlag/FallbackLead/LmsNotification/chat — keep or drop), alias/placeholder pages
External providers (Resend → Twilio → WATI → Facebook → Google Ads → Razorpay → Gemini)
Explicitly out of scope per rules: auth changes, Elementor/Page Builder, Supabase storage re-architecture, CRM/CMS architecture changes, schema changes without verified necessity, dependency upgrades.
